id,text,sentiment_label,intent_label,topic_label,annotation_status,confidence_score
TXT-0285,Customer support was rude and unhelpful. Never buying again. Zero stars.,Negative,Request,Entertainment,annotated,0.79
TXT-0286,The product exceeded my expectations. Absolutely love it! 5 stars.,Positive,Request,Finance,annotated,0.91
TXT-0287,Poor quality. The stitching came apart within a week.,Negative,Greeting,Sports,annotated,0.87
TXT-0288,Extremely slow delivery. Took three weeks for a local order.,Negative,Request,Sports,annotated,0.82
TXT-0289,Customer service was incredibly helpful and resolved my issue quickly. Great!,Positive,Complaint,Finance,annotated,0.9
TXT-0290,Worst purchase ever. Complete waste of money. Very bad.,Negative,Inquiry,Entertainment,annotated,0.96
TXT-0291,Best purchase I have made this year. Truly outstanding. Loved it!,Positive,Greeting,Sports,annotated,0.95
TXT-0292,Battery life is horrible. Barely lasts two hours. Very bad.,Negative,Complaint,Health,annotated,0.9
TXT-0293,Very happy with this purchase. Works like a charm.,Positive,Greeting,Technology,annotated,0.79
TXT-0294,Received the wrong item and nobody is responding.,Negative,Inquiry,Sports,annotated,0.87
TXT-0295,Fast delivery and excellent packaging. Will buy again. Loved it!,Positive,Complaint,Sports,annotated,0.96
TXT-0296,Best purchase I have made this year. Truly outstanding. 5 stars.,Positive,Request,Technology,annotated,0.85
TXT-0297,Received the wrong item and nobody is responding. Zero stars.,Negative,Greeting,Health,annotated,0.88
TXT-0298,Brilliant product! Exactly what I needed.,Positive,Inquiry,Entertainment,annotated,0.82
TXT-0299,Customer support was rude and unhelpful. Never buying again. Zero stars.,Negative,Complaint,Entertainment,annotated,0.88
TXT-0300,The product arrived broken and the return process is a nightmare. Avoid.,Negative,Greeting,Finance,annotated,0.9
TXT-0301,The product arrived broken and the return process is a nightmare. Avoid.,Negative,Greeting,Health,annotated,0.96
TXT-0302,Fell apart on the first use. Very poor craftsmanship. Very bad.,Negative,Request,Technology,annotated,0.93
TXT-0303,Order was processed and shipped on time.,Neutral,Inquiry,Finance,annotated,0.93
TXT-0304,"It does what it says. Nothing more, nothing less.",Neutral,Inquiry,Sports,annotated,0.79
TXT-0305,Great value for money. The product is exactly as described. Loved it!,Positive,Feedback,Sports,annotated,0.9
TXT-0306,Average quality. Suitable for occasional use.,Neutral,Complaint,Technology,annotated,0.95
TXT-0307,Extremely slow delivery. Took three weeks for a local order. Avoid.,Negative,Request,Sports,annotated,0.79
TXT-0308,The app is intuitive and works perfectly without any bugs.,Positive,Complaint,Sports,annotated,0.91
TXT-0309,Wonderful experience overall. Will definitely order again. 5 stars.,Positive,Greeting,Sports,annotated,0.85
TXT-0310,Amazing quality for the price. Highly recommend to everyone. Would recommend.,Positive,Request,Health,annotated,0.88
TXT-0311,The item matches the product description provided.,Neutral,Feedback,Entertainment,annotated,0.96
TXT-0312,I regret buying this. Total disappointment. Zero stars.,Negative,Request,Health,annotated,0.9
TXT-0313,Highly overpriced for the terrible quality offered. Very bad.,Negative,Complaint,Sports,annotated,0.91
TXT-0314,The product exceeded my expectations. Absolutely love it! Great!,Positive,Request,Sports,annotated,0.93
TXT-0315,The product exceeded my expectations. Absolutely love it! Would recommend.,Positive,Inquiry,Health,annotated,0.88
TXT-0316,Customer service was incredibly helpful and resolved my issue quickly. 5 stars.,Positive,Feedback,Health,annotated,0.85
TXT-0317,Fast delivery and excellent packaging. Will buy again. 5 stars.,Positive,Complaint,Sports,annotated,0.93
TXT-0318,Awful smell and bad material. Returned immediately. Avoid.,Negative,Request,Technology,annotated,0.88
TXT-0319,Do not buy this. It is a scam. Very bad.,Negative,Inquiry,Sports,annotated,0.91
TXT-0320,Very disappointed. The item looks nothing like the photos. Zero stars.,Negative,Inquiry,Entertainment,annotated,0.9
TXT-0321,Wonderful experience overall. Will definitely order again. Would recommend.,Positive,Complaint,Health,annotated,0.91
TXT-0322,Brilliant product! Exactly what I needed. Great!,Positive,Inquiry,Sports,annotated,0.82
TXT-0323,Fast delivery and excellent packaging. Will buy again. Loved it!,Positive,Complaint,Technology,annotated,0.82
TXT-0324,Package was sealed properly. Contents were as listed.,Neutral,Feedback,Health,annotated,0.79
TXT-0325,Customer support was rude and unhelpful. Never buying again.,Negative,Inquiry,Technology,annotated,0.93
TXT-0326,The product is functional and serves its purpose.,Neutral,Complaint,Entertainment,annotated,0.9
TXT-0327,Wonderful experience overall. Will definitely order again. Loved it!,Positive,Feedback,Finance,annotated,0.95
TXT-0328,Awful smell and bad material. Returned immediately. Zero stars.,Negative,Greeting,Sports,annotated,0.82
TXT-0329,Brilliant product! Exactly what I needed. Loved it!,Positive,Complaint,Finance,annotated,0.85
TXT-0330,Works as expected. Average experience.,Neutral,Greeting,Sports,annotated,0.85
TXT-0331,The item matches the product description provided.,Neutral,Feedback,Finance,annotated,0.82
TXT-0332,Standard product. Met the basic requirements.,Neutral,Complaint,Finance,annotated,0.96
TXT-0333,Battery life is horrible. Barely lasts two hours. Avoid.,Negative,Feedback,Finance,annotated,0.91
TXT-0334,Superb build quality and very easy to set up.,Positive,Inquiry,Sports,annotated,0.87
TXT-0335,Best purchase I have made this year. Truly outstanding. Great!,Positive,Request,Sports,annotated,0.88
TXT-0336,Very disappointed. The item looks nothing like the photos. Zero stars.,Negative,Greeting,Technology,annotated,0.95
TXT-0337,Battery life is horrible. Barely lasts two hours. Very bad.,Negative,Feedback,Finance,annotated,0.79
TXT-0338,Extremely slow delivery. Took three weeks for a local order.,Negative,Greeting,Finance,annotated,0.79
TXT-0339,Works as expected. Average experience.,Neutral,Complaint,Technology,annotated,0.95
TXT-0340,I am impressed with the performance. Worth every rupee. Great!,Positive,Feedback,Finance,annotated,0.91
TXT-0341,Terrible product. Stopped working after just two days. Very bad.,Negative,Greeting,Health,annotated,0.82
TXT-0342,"Product is okay. Not great, not bad.",Neutral,Request,Sports,annotated,0.87
TXT-0343,Top notch quality and super fast shipping. Would recommend.,Positive,Greeting,Entertainment,annotated,0.85
TXT-0344,Nothing remarkable but no complaints either.,Neutral,Feedback,Technology,annotated,0.93
TXT-0345,Best purchase I have made this year. Truly outstanding. Great!,Positive,Inquiry,Finance,annotated,0.87
TXT-0346,The product is functional and serves its purpose.,Neutral,Request,Entertainment,annotated,0.79
TXT-0347,Awful smell and bad material. Returned immediately. Very bad.,Negative,Request,Finance,annotated,0.96
TXT-0348,The product arrived on the expected delivery date.,Neutral,Complaint,Sports,annotated,0.88
TXT-0349,Package was sealed properly. Contents were as listed.,Neutral,Greeting,Entertainment,annotated,0.95
TXT-0350,Terrible product. Stopped working after just two days. Avoid.,Negative,Complaint,Technology,annotated,0.93
TXT-0351,Do not buy this. It is a scam. Zero stars.,Negative,Inquiry,Sports,annotated,0.91
TXT-0352,The app is intuitive and works perfectly without any bugs.,Positive,Feedback,Finance,annotated,0.87
TXT-0353,The product arrived broken and the return process is a nightmare. Zero stars.,Negative,Complaint,Technology,annotated,0.96
TXT-0354,The product arrived broken and the return process is a nightmare.,Negative,Greeting,Technology,annotated,0.96
TXT-0355,Order was processed and shipped on time.,Neutral,Complaint,Sports,annotated,0.9
TXT-0356,Great value for money. The product is exactly as described.,Positive,Complaint,Sports,annotated,0.79
TXT-0357,Fell apart on the first use. Very poor craftsmanship. Zero stars.,Negative,Inquiry,Health,annotated,0.79
TXT-0358,Works as expected. Average experience.,Neutral,Greeting,Technology,annotated,0.85
TXT-0359,Standard product. Met the basic requirements.,Neutral,Complaint,Technology,annotated,0.87
TXT-0360,Decent product at a reasonable price.,Neutral,Inquiry,Technology,annotated,0.91
TXT-0361,Delivery was on schedule. No issues with the order.,Neutral,Request,Finance,annotated,0.79
TXT-0362,Customer service was incredibly helpful and resolved my issue quickly. Great!,Positive,Request,Finance,annotated,0.87
TXT-0363,The app is intuitive and works perfectly without any bugs. Loved it!,Positive,Feedback,Health,annotated,0.82
TXT-0364,Decent product at a reasonable price.,Neutral,Greeting,Health,annotated,0.85
TXT-0365,Package was sealed properly. Contents were as listed.,Neutral,Complaint,Finance,annotated,0.87
TXT-0366,Amazing quality for the price. Highly recommend to everyone.,Positive,Request,Technology,annotated,0.91
TXT-0367,Loved the packaging and the product quality is fantastic. Would recommend.,Positive,Feedback,Health,annotated,0.96
TXT-0368,Very disappointed. The item looks nothing like the photos.,Negative,Feedback,Finance,annotated,0.91
TXT-0369,Best purchase I have made this year. Truly outstanding.,Positive,Greeting,Finance,annotated,0.96
TXT-0370,Delivery was on schedule. No issues with the order.,Neutral,Greeting,Sports,annotated,0.79
TXT-0371,Received the wrong item and nobody is responding. Zero stars.,Negative,Inquiry,Finance,annotated,0.87
TXT-0372,The product exceeded my expectations. Absolutely love it! Would recommend.,Positive,Inquiry,Entertainment,annotated,0.91
TXT-0373,The app is intuitive and works perfectly without any bugs. Great!,Positive,Complaint,Sports,annotated,0.79
TXT-0374,Decent product at a reasonable price.,Neutral,Complaint,Finance,annotated,0.96
TXT-0375,Battery life is horrible. Barely lasts two hours. Zero stars.,Negative,Request,Technology,annotated,0.82
TXT-0376,"It does what it says. Nothing more, nothing less.",Neutral,Complaint,Technology,annotated,0.96
TXT-0377,Highly overpriced for the terrible quality offered. Zero stars.,Negative,Request,Health,annotated,0.87
TXT-0378,Delivery was on schedule. No issues with the order.,Neutral,Greeting,Technology,annotated,0.85
TXT-0379,Superb build quality and very easy to set up. Loved it!,Positive,Complaint,Entertainment,annotated,0.82
TXT-0380,I regret buying this. Total disappointment. Very bad.,Negative,Inquiry,Finance,annotated,0.82
TXT-0381,Order was processed and shipped on time.,Neutral,Feedback,Sports,annotated,0.96
TXT-0382,Received on time. Packaging was intact.,Neutral,Feedback,Sports,annotated,0.79
TXT-0383,Worst purchase ever. Complete waste of money. Zero stars.,Negative,Inquiry,Finance,annotated,0.85
TXT-0384,Received the wrong item and nobody is responding. Very bad.,Negative,Complaint,Finance,annotated,0.93
TXT-0385,Delivery was on schedule. No issues with the order.,Neutral,Feedback,Sports,annotated,0.95
TXT-0386,Package was sealed properly. Contents were as listed.,Neutral,Feedback,Finance,annotated,0.87
TXT-0387,Great value for money. The product is exactly as described. 5 stars.,Positive,Feedback,Technology,annotated,0.95
TXT-0388,Very disappointed. The item looks nothing like the photos. Zero stars.,Negative,Greeting,Technology,annotated,0.96
TXT-0389,Amazing quality for the price. Highly recommend to everyone. 5 stars.,Positive,Complaint,Finance,annotated,0.93
TXT-0390,The product arrived broken and the return process is a nightmare.,Negative,Complaint,Health,annotated,0.87
TXT-0391,Best purchase I have made this year. Truly outstanding. Loved it!,Positive,Request,Sports,annotated,0.91
TXT-0392,The product is functional and serves its purpose.,Neutral,Inquiry,Technology,annotated,0.87
TXT-0393,Great value for money. The product is exactly as described. Great!,Positive,Complaint,Technology,annotated,0.93
TXT-0394,Terrible product. Stopped working after just two days. Zero stars.,Negative,Inquiry,Sports,annotated,0.93
TXT-0395,The item matches the product description provided.,Neutral,Greeting,Entertainment,annotated,0.85
TXT-0396,Order was processed and shipped on time.,Neutral,Complaint,Technology,annotated,0.85
TXT-0397,Poor quality. The stitching came apart within a week.,Negative,Complaint,Health,annotated,0.93
TXT-0398,Fast delivery and excellent packaging. Will buy again. Great!,Positive,Complaint,Finance,annotated,0.95
TXT-0399,No issues with the order. Standard delivery.,Neutral,Request,Sports,annotated,0.9
TXT-0400,The description is misleading. Product is much smaller than shown. Very bad.,Negative,Request,Finance,annotated,0.82
TXT-0401,The product arrived broken and the return process is a nightmare. Zero stars.,Negative,Feedback,Health,annotated,0.93
TXT-0402,Delivery was on schedule. No issues with the order.,Neutral,Complaint,Entertainment,annotated,0.93
TXT-0403,Nothing remarkable but no complaints either.,Neutral,Inquiry,Health,annotated,0.9
TXT-0404,Great value for money. The product is exactly as described. Would recommend.,Positive,Request,Technology,annotated,0.87
TXT-0405,Very disappointed. The item looks nothing like the photos. Avoid.,Negative,Inquiry,Sports,annotated,0.82
TXT-0406,Poor quality. The stitching came apart within a week. Zero stars.,Negative,Complaint,Sports,annotated,0.87
TXT-0407,Works as expected. Average experience.,Neutral,Request,Entertainment,annotated,0.79
TXT-0408,Received the wrong item and nobody is responding.,Negative,Greeting,Entertainment,annotated,0.79
TXT-0409,The app is intuitive and works perfectly without any bugs. Would recommend.,Positive,Inquiry,Technology,annotated,0.96
